"result_sim1","result_se","gamma_result"
0.381,0.1204420403055,0.0714285714285714
0.220666666666667,0.0789635441321371,0.22972972972973
0.184375,0.0818403186242897,0.371794871794872
0.164705882352941,0.0698265500385059,0.525
0.171666666666667,0.0687683134356561,0.678571428571429
0.189166666666667,0.0794252918135859,0.811111111111111
0.306578947368421,0.0891725708433124,0.967391304347826
0.18,0.0661914883600084,1.125
0.157857142857143,0.0562882014346042,1.28
0.144285714285714,0.0662133284195511,1.40384615384615
0.137727272727273,0.0581294961018487,1.44444444444444
0.119130434782609,0.0484113982227221,1.76363636363636
0.112083333333333,0.044197149762604,2.07894736842105
0.116,0.044130202214297,2.39830508474576
0.1032,0.0468584802540284,2.68032786885246
0.11,0.0450031377783571,3
0.109074074074074,0.0455054030930329,3.31538461538462
0.10625,0.0433246952762419,3.65151515151515
0.107068965517241,0.0433756642812608,3.97058823529412
0.100666666666667,0.0449416631470149,4.28571428571429
