"result_sim1","result_se","gamma_result"
0.179,0.0728843001758349,0.0714285714285714
0.0883333333333333,0.056730010150073,0.22972972972973
0.0653125,0.048877673723658,0.371794871794872
0.0552941176470588,0.042070757316213,0.525
0.0675,0.0460862237274713,0.678571428571429
0.0825,0.0485888597461686,0.811111111111111
0.273157894736842,0.108971109500306,0.967391304347826
0.0885,0.0575619999512164,1.125
0.0426190476190476,0.0305126570548363,1.28
0.0311904761904762,0.0302108989058322,1.40384615384615
0.0288636363636364,0.0299314337350582,1.44444444444444
0.0197826086956522,0.0200472508993614,1.76363636363636
0.0125,0.0145064713296415,2.07894736842105
0.0114,0.0175821305060369,2.39830508474576
0.011,0.0145990175399344,2.68032786885246
0.00788461538461539,0.0106196600738852,3
0.00759259259259259,0.0117990664222249,3.31538461538462
0.0075,0.0114017090510451,3.65151515151515
0.00758620689655172,0.0113152201265468,3.97058823529412
0.00816666666666667,0.0107243285731349,4.28571428571429
