"result_sim1","result_se","gamma_result"
0.233666666666667,0.0770521708781591,0.0714285714285714
0.271,0.091704767104902,0.22972972972973
0.29125,0.0848442571998717,0.371794871794872
0.312058823529412,0.0861706350851837,0.525
0.355833333333333,0.0749833709793835,0.678571428571429
0.388888888888889,0.100193104487317,0.811111111111111
0.459210526315789,0.080428686478537,0.967391304347826
0.403,0.0887113125238093,1.125
0.366428571428571,0.074366007223079,1.28
0.339761904761905,0.0754332713613407,1.40384615384615
0.331818181818182,0.0715789741826268,1.44444444444444
0.286304347826087,0.0672750353498079,1.76363636363636
0.265625,0.0709047842245213,2.07894736842105
0.2496,0.063276210283793,2.39830508474576
0.2364,0.0613899606835456,2.68032786885246
0.231730769230769,0.057032945378317,3
0.215740740740741,0.0553603629221917,3.31538461538462
0.204642857142857,0.0492431378093963,3.65151515151515
0.223275862068966,0.051774908323334,3.97058823529412
0.215833333333333,0.0507173567980786,4.28571428571429
